iter	Passed	Remaining
1689	6502	1577
1690	6505	1573
1691	6509	1569
1692	6513	1565
1693	6517	1562
1694	6521	1558
1695	6525	1554
1696	6529	1550
1697	6533	1546
1698	6537	1543
1699	6541	1539
1700	6545	1535
1701	6549	1531
1702	6553	1527
1703	6556	1523
1704	6560	1519
1705	6564	1516
1706	6568	1512
1707	6572	1508
1708	6577	1504
1709	6581	1500
1710	6585	1497
1711	6588	1493
1712	6592	1489
1713	6596	1485
1714	6599	1481
1715	6603	1477
1716	6607	1473
1717	6610	1469
1718	6614	1466
1719	6619	1462
1720	6622	1458
1721	6626	1454
1722	6630	1450
1723	6633	1446
1724	6637	1443
1725	6641	1439
1726	6645	1435
1727	6649	1431
1728	6654	1427
1729	6657	1423
1730	6661	1420
1731	6665	1416
1732	6669	1412
1733	6673	1408
1734	6676	1404
1735	6680	1400
1736	6684	1396
1737	6688	1393
1738	6692	1389
1739	6696	1385
1740	6700	1381
1741	6704	1377
1742	6708	1373
1743	6711	1370
1744	6715	1366
1745	6719	1362
1746	6723	1358
1747	6727	1354
1748	6731	1350
1749	6735	1347
1750	6739	1343
1751	6743	1339
1752	6746	1335
1753	6751	1331
1754	6755	1328
1755	6759	1324
1756	6763	1320
1757	6767	1316
1758	6770	1312
1759	6775	1308
1760	6778	1304
1761	6782	1301
1762	6786	1297
1763	6790	1293
1764	6793	1289
1765	6797	1285
1766	6801	1281
1767	6804	1277
1768	6808	1273
1769	6811	1269
1770	6815	1266
1771	6819	1262
1772	6823	1258
1773	6827	1254
1774	6831	1250
1775	6834	1246
1776	6838	1243
1777	6842	1239
1778	6846	1235
1779	6849	1231
1780	6853	1227
1781	6857	1223
1782	6861	1219
1783	6865	1216
1784	6869	1212
1785	6873	1208
1786	6877	1204
1787	6880	1200
1788	6884	1196
1789	6888	1192
1790	6892	1189
1791	6896	1185
1792	6899	1181
1793	6903	1177
1794	6907	1173
1795	6911	1169
1796	6915	1166
1797	6919	1162
1798	6922	1158
1799	6926	1154
1800	6930	1150
1801	6933	1146
1802	6937	1142
1803	6940	1138
1804	6945	1135
1805	6949	1131
1806	6953	1127
1807	6957	1123
1808	6962	1119
1809	6966	1116
1810	6970	1112
1811	6974	1108
1812	6978	1104
1813	6981	1100
1814	6985	1096
1815	6991	1093
1816	6995	1089
1817	6999	1085
1818	7004	1082
1819	7008	1078
1820	7012	1074
1821	7015	1070
1822	7019	1066
1823	7023	1062
1824	7026	1058
1825	7030	1054
1826	7034	1051
1827	7037	1047
1828	7041	1043
1829	7046	1039
1830	7050	1035
1831	7054	1032
1832	7058	1028
1833	7062	1024
1834	7065	1020
1835	7069	1016
1836	7073	1012
1837	7077	1008
1838	7082	1005
1839	7086	1001
1840	7090	997
1841	7094	993
1842	7098	989
1843	7102	986
1844	7107	982
1845	7110	978
1846	7115	974
1847	7118	970
1848	7122	966
1849	7126	963
1850	7130	959
1851	7134	955
1852	7137	951
1853	7141	947
1854	7145	943
1855	7150	939
1856	7153	936
1857	7157	932
1858	7160	928
1859	7164	924
1860	7168	920
1861	7173	916
1862	7177	913
1863	7181	909
1864	7185	905
1865	7188	901
1866	7192	897
1867	7196	893
1868	7200	889
1869	7203	886
1870	7207	882
1871	7211	878
1872	7215	874
1873	7219	870
1874	7223	866
1875	7226	862
1876	7230	859
1877	7234	855
1878	7238	851
1879	7241	847
1880	7245	843
1881	7249	839
1882	7253	835
1883	7257	832
1884	7260	828
1885	7264	824
1886	7268	820
1887	7271	816
1888	7275	812
1889	7279	808
1890	7283	804
1891	7286	801
1892	7290	797
1893	7295	793
1894	7299	789
1895	7302	785
1896	7306	781
1897	7309	777
1898	7313	774
1899	7316	770
1900	7320	766
1901	7324	762
1902	7328	758
1903	7331	754
1904	7335	750
1905	7339	747
1906	7343	743
1907	7347	739
1908	7350	735
1909	7354	731
1910	7358	727
1911	7362	723
1912	7366	720
1913	7370	716
1914	7374	712
1915	7378	708
1916	7381	704
1917	7385	700
1918	7389	696
1919	7393	693
1920	7397	689
1921	7401	685
1922	7404	681
1923	7408	677
1924	7412	673
1925	7416	670
1926	7421	666
1927	7425	662
1928	7429	658
1929	7433	654
1930	7437	650
1931	7441	647
1932	7444	643
1933	7448	639
1934	7453	635
1935	7456	631
1936	7460	627
1937	7464	623
1938	7468	620
1939	7472	616
1940	7476	612
1941	7479	608
1942	7483	604
1943	7487	600
1944	7491	596
1945	7494	593
1946	7498	589
1947	7502	585
1948	7506	581
1949	7510	577
1950	7514	573
1951	7517	569
1952	7521	566
1953	7525	562
1954	7529	558
1955	7533	554
1956	7537	550
1957	7540	546
1958	7544	543
1959	7548	539
1960	7551	535
1961	7555	531
1962	7559	527
1963	7563	523
1964	7567	519
1965	7570	516
1966	7574	512
1967	7578	508
1968	7581	504
1969	7587	500
1970	7591	496
1971	7594	492
1972	7598	489
1973	7602	485
1974	7605	481
1975	7609	477
1976	7613	473
1977	7616	469
1978	7621	465
1979	7624	462
1980	7628	458
1981	7632	454
1982	7635	450
1983	7639	446
1984	7642	442
1985	7646	438
1986	7650	435
1987	7654	431
1988	7658	427
1989	7661	423
1990	7665	419
1991	7669	415
1992	7673	411
1993	7678	408
1994	7685	404
1995	7689	400
1996	7693	396
1997	7697	392
1998	7700	389
1999	7704	385
2000	7708	381
2001	7712	377
2002	7716	373
2003	7720	369
2004	7724	365
2005	7728	362
2006	7731	358
2007	7735	354
2008	7739	350
2009	7743	346
2010	7747	342
2011	7751	339
2012	7754	335
2013	7758	331
2014	7761	327
2015	7765	323
2016	7769	319
2017	7773	315
2018	7776	311
2019	7780	308
2020	7784	304
2021	7788	300
2022	7791	296
2023	7795	292
2024	7800	288
2025	7803	285
2026	7807	281
2027	7811	277
2028	7815	273
2029	7819	269
2030	7822	265
2031	7826	261
2032	7830	258
2033	7833	254
2034	7837	250
2035	7841	246
2036	7845	242
2037	7848	238
2038	7852	234
2039	7855	231
2040	7859	227
2041	7862	223
2042	7866	219
2043	7870	215
2044	7874	211
2045	7877	207
2046	7881	204
2047	7885	200
2048	7889	196
2049	7893	192
2050	7897	188
2051	7900	184
2052	7904	180
2053	7908	177
2054	7912	173
2055	7916	169
2056	7920	165
2057	7923	161
2058	7927	157
2059	7931	154
2060	7935	150
2061	7938	146
2062	7942	142
2063	7946	138
2064	7951	134
2065	7955	130
2066	7959	127
2067	7963	123
2068	7967	119
2069	7971	115
2070	7975	111
2071	7979	107
2072	7983	103
2073	7986	100
2074	7990	96
2075	7994	92
2076	7998	88
2077	8002	84
2078	8005	80
2079	8010	77
2080	8014	73
2081	8018	69
2082	8022	65
2083	8025	61
2084	8029	57
2085	8033	53
2086	8037	50
2087	8040	46
2088	8044	42
2089	8048	38
2090	8052	34
2091	8055	30
2092	8059	26
2093	8063	23
2094	8067	19
2095	8071	15
2096	8075	11
2097	8079	7
2098	8083	3
2099	8087	0
