iter	Focal:focal_alpha=0.5;focal_gamma=2.0
0	0.08607793028
1	0.08546902384
2	0.08485897267
3	0.08431484212
4	0.08381425085
5	0.08330523558
6	0.08274854237
7	0.08226972484
8	0.08177423332
9	0.0812483741
10	0.08078102328
11	0.08026912301
12	0.07974499999
13	0.0792687257
14	0.07882762692
15	0.07837554308
16	0.07791779301
17	0.07745341908
18	0.07701269356
19	0.0765873954
20	0.07612337404
21	0.07569075361
22	0.07525715096
23	0.07482048016
24	0.07445002341
25	0.07402240173
26	0.07367708751
27	0.07332898589
28	0.0729572674
29	0.07264088896
30	0.0722510209
31	0.07187848795
32	0.07150117332
33	0.07113405748
34	0.07082604978
35	0.07048103575
36	0.07014962431
37	0.06982409454
38	0.06950063479
39	0.06921617686
40	0.06888406237
41	0.06854733119
42	0.06829064609
43	0.0679892958
44	0.06771253509
45	0.06742967336
46	0.06715101735
47	0.06687402079
48	0.06665068363
49	0.06638555062
50	0.06610479297
51	0.06582130558
52	0.06555472012
53	0.06531337389
54	0.06508670349
55	0.06487687287
56	0.06460915138
57	0.06437847931
58	0.06414649683
59	0.06389039877
60	0.0636751953
61	0.06348276684
62	0.06331803002
63	0.06311128136
64	0.06288102725
65	0.06264858642
66	0.06244126997
67	0.06224383024
68	0.06201534067
69	0.06180615773
70	0.06161922986
71	0.06143904408
72	0.06121812468
73	0.06101117341
74	0.06081519326
75	0.06067905812
76	0.06051987349
77	0.06035334935
78	0.06018093637
79	0.06001004783
80	0.05986839845
81	0.05968565801
82	0.05950462164
83	0.05930727432
84	0.05915921952
85	0.05898695426
86	0.05883140077
87	0.05865773812
88	0.05849385946
89	0.05833426024
90	0.05820116156
91	0.05807429489
92	0.05791617173
93	0.05777493922
94	0.057638521
95	0.05750845523
96	0.05737789671
97	0.05724524824
98	0.05710803775
99	0.05697981227
100	0.05685268461
101	0.05672956365
102	0.05659671917
103	0.05647085337
104	0.05636507654
105	0.05623691809
106	0.05609695525
107	0.05595832469
108	0.05582180115
109	0.05571817923
110	0.0555822508
111	0.05548127356
112	0.05539310878
113	0.05527124558
114	0.05515746253
115	0.05505646123
116	0.05496638751
117	0.05484950775
118	0.05474194192
119	0.05463904567
120	0.05454326048
121	0.05444495876
122	0.05433680577
123	0.05423201331
124	0.05413101849
125	0.05403590644
126	0.05393398344
127	0.05383362779
128	0.05372969566
129	0.05363095567
130	0.05353855904
131	0.05345285018
132	0.05338315373
133	0.05331327207
134	0.05322507212
135	0.05312105723
136	0.0530157888
137	0.05293299025
138	0.0528470275
139	0.05276153989
140	0.0526731978
141	0.05259568762
142	0.05251408251
143	0.05246342162
144	0.05238232862
145	0.05230424871
146	0.05223914206
147	0.05217845282
148	0.05210895328
149	0.05204407035
150	0.05196045754
151	0.05188595429
152	0.05180316297
153	0.05172231593
154	0.05164475439
155	0.05158321423
156	0.05154637043
157	0.0514805283
158	0.05140606338
159	0.05134914781
160	0.0512768058
161	0.05120251484
162	0.05114671038
163	0.05106496726
164	0.05099815029
165	0.05092733727
166	0.05087119866
167	0.05081272337
168	0.05075863789
169	0.05070481192
170	0.05064615235
171	0.05058567088
172	0.05052805608
173	0.05046629058
174	0.05042671261
175	0.05037504124
176	0.05032797793
177	0.05026970374
178	0.05020354515
179	0.05013053874
180	0.05008811441
181	0.05003589872
182	0.04997145398
183	0.04991050786
184	0.04985397401
185	0.0498180108
186	0.04975681462
187	0.0497090494
188	0.04967427376
189	0.0496078288
190	0.04955548343
191	0.0495046892
192	0.04945382077
193	0.04940559712
194	0.04936203827
195	0.04932130016
196	0.04929267405
197	0.04923805805
198	0.0492068006
199	0.04916549616
200	0.04913085127
201	0.04907673296
202	0.04903447657
203	0.04899628932
204	0.0489571036
205	0.04891472742
206	0.04887716383
207	0.04884249049
208	0.0488020286
209	0.04875125716
210	0.04870302476
211	0.04865254812
212	0.0486150183
213	0.04855986178
214	0.04851278464
215	0.04846323974
216	0.04841800378
217	0.04837842613
218	0.04834478773
219	0.04830421203
220	0.04827827193
221	0.04826471638
222	0.04822684146
223	0.04819138093
224	0.04815097607
225	0.0481119198
226	0.04807883166
227	0.0480504353
228	0.04801141191
229	0.04799195488
230	0.04795551129
231	0.0479204268
232	0.04789591494
233	0.04785425559
234	0.04782447863
235	0.04779205147
236	0.04776071343
237	0.04773531338
238	0.04771596557
239	0.04769164407
240	0.04766298141
241	0.04762305307
242	0.04758941911
243	0.04755446853
244	0.04752620229
245	0.04748633051
246	0.04746011712
247	0.04742485096
248	0.04739721812
249	0.04736582355
250	0.04734296067
251	0.04731504235
252	0.04728620268
253	0.04726059188
254	0.04723501862
255	0.04719865535
256	0.04717424582
257	0.04714763119
258	0.04712907808
259	0.04710090793
260	0.04707084733
261	0.04704343594
262	0.04700665459
263	0.04698398367
264	0.04694917329
265	0.04692094082
266	0.04688616324
267	0.04685511953
268	0.04683609014
269	0.04682073361
270	0.04678368044
271	0.04675603634
272	0.04672593811
273	0.04669452894
274	0.04667381107
275	0.04665283767
276	0.04662203603
277	0.04660409475
278	0.04659671034
279	0.04657700455
280	0.04654384331
281	0.04651869726
282	0.04648823301
283	0.04646052654
284	0.04643321909
285	0.04639879332
286	0.04638199034
287	0.04635914746
288	0.04632744377
289	0.04630304272
290	0.04627474101
291	0.04626012761
292	0.0462313177
293	0.04620987866
294	0.04618330023
295	0.04616969119
296	0.04614206377
297	0.04611837715
298	0.04608347932
299	0.04606518587
300	0.04604209335
301	0.04601716422
302	0.04598920468
303	0.04596827931
304	0.04594206505
305	0.04591555
306	0.04589368952
307	0.04587004089
308	0.04585479685
309	0.04582760255
310	0.04580288956
311	0.04577856554
312	0.04574884377
313	0.04572301871
314	0.0457058458
315	0.04567809788
316	0.0456629033
317	0.04564447287
318	0.04563142999
319	0.04560437706
320	0.04558374794
321	0.04556267439
322	0.04553714205
323	0.04551745713
324	0.04549741947
325	0.04546838396
326	0.045438336
327	0.04542179647
328	0.04539840134
329	0.04537864104
330	0.04535322712
331	0.04533659595
332	0.04532121348
333	0.04529245505
334	0.04527302695
335	0.04524615792
336	0.04522234605
337	0.04520180774
338	0.04518198356
339	0.04516432404
340	0.04514492454
341	0.04512818509
342	0.0451121785
343	0.04509009152
344	0.0450751266
345	0.04506851726
346	0.04505051556
347	0.04503408081
348	0.04501579881
349	0.04499516771
350	0.04498321055
351	0.04496362942
352	0.04495414119
353	0.04494514828
354	0.04493002174
355	0.04490509799
356	0.04489287183
357	0.04486329012
358	0.04484311724
359	0.04482237208
360	0.0448068365
361	0.04478249779
362	0.04476720513
363	0.04474674782
364	0.04472841231
365	0.04470874732
366	0.04468735023
367	0.04466612287
368	0.04465280495
369	0.0446356784
370	0.04461352325
371	0.04459293869
372	0.04457228288
373	0.04455781776
374	0.0445354893
375	0.04452294732
376	0.04450667678
377	0.04448471845
378	0.04446910154
379	0.04444909161
380	0.04444015368
381	0.04442365994
382	0.04440926932
383	0.04439767681
384	0.0443768371
385	0.0443573071
386	0.04434066383
387	0.04432319399
388	0.044303495
389	0.04429328386
390	0.04428041213
391	0.04426229114
392	0.04424466993
393	0.0442222315
394	0.04420917714
395	0.04418658363
396	0.04417465932
397	0.04415308861
398	0.04413085927
399	0.04411523843
400	0.04408913836
401	0.04407796996
402	0.04405985475
403	0.04404329415
404	0.04402448176
405	0.04401868098
406	0.04400687003
407	0.04398707923
408	0.04396819671
409	0.04395577348
410	0.04393759848
411	0.04392189288
412	0.04391149895
413	0.04389219144
414	0.04388286748
415	0.0438726028
416	0.04385526821
417	0.04383992715
418	0.04383026913
419	0.04380582542
420	0.04379407422
421	0.04378621465
422	0.04376511235
423	0.04374836811
424	0.0437359369
425	0.04372798639
426	0.04370803668
427	0.04369338623
428	0.04367816675
429	0.04366443169
430	0.04364193131
431	0.04362759432
432	0.04361882828
433	0.0436071618
434	0.04358699132
435	0.04357162469
436	0.04356307093
437	0.04354547435
438	0.0435358879
439	0.04352430067
440	0.04350882291
441	0.04349684548
442	0.04346944134
443	0.04345833016
444	0.04344121974
445	0.04343162191
446	0.04341205312
447	0.0434072853
448	0.04339171365
449	0.04337257234
450	0.04336137665
451	0.04335184841
452	0.04334186804
453	0.04332937208
454	0.04331417581
455	0.04330380475
456	0.04329323252
457	0.04327866282
458	0.04326375777
459	0.04324935527
460	0.04323910414
461	0.0432233739
462	0.04321199822
463	0.04319840565
464	0.04318421435
465	0.04317074166
466	0.04316123255
467	0.04314874037
468	0.04312710837
469	0.04310720888
470	0.04309817989
471	0.04307561532
472	0.04306484784
473	0.04305245957
474	0.04303173859
475	0.04301640242
476	0.04300086862
477	0.04298783975
478	0.04297231388
479	0.04296103619
480	0.04295259849
481	0.04293432899
482	0.04291685993
483	0.04290925783
484	0.04289818764
485	0.04288528763
486	0.04287830246
487	0.04285985273
488	0.04284489165
489	0.0428339616
490	0.04282070955
491	0.04280437468
492	0.04278792774
493	0.04278018994
494	0.04277339039
495	0.04276022155
496	0.04274827843
497	0.04274173724
498	0.04273087745
499	0.04272037009
500	0.04270605285
501	0.04269375844
502	0.04268636981
503	0.04267437111
504	0.04266494676
505	0.04264509383
506	0.04263135547
507	0.0426111687
508	0.04260079348
509	0.04259366515
510	0.04258217665
511	0.04257274533
512	0.04255997953
513	0.0425472764
514	0.04253364182
515	0.04252407786
516	0.04250337451
517	0.0424967444
518	0.04249071899
519	0.04248794833
520	0.04247362145
521	0.04245580694
522	0.04244171623
523	0.04242380931
524	0.04240470936
525	0.04239238031
526	0.04238039511
527	0.04236809984
528	0.04234900793
529	0.04233905804
530	0.04232466192
531	0.04231531765
532	0.04230613963
533	0.04230099919
534	0.04227623733
535	0.04226580714
536	0.04225597712
537	0.04223886563
538	0.04223204479
539	0.04222478971
540	0.04221523024
541	0.04219712756
542	0.04219032288
543	0.04217645895
544	0.04216901439
545	0.04215508019
546	0.04214198805
547	0.04212933548
548	0.04211003252
549	0.04210215261
550	0.04208865117
551	0.04206780121
552	0.04205154206
553	0.04204097507
554	0.04203306214
555	0.04201302656
556	0.04200163092
557	0.04199337939
558	0.04198198733
559	0.04196770916
560	0.04195435959
561	0.04193838207
562	0.04192655216
563	0.04192388624
564	0.0419124321
565	0.04190610033
566	0.04189847356
567	0.04189064548
568	0.0418726849
569	0.04186017559
570	0.04184509795
571	0.04183373812
572	0.04181694336
573	0.04180537301
574	0.04179286809
575	0.04178480654
576	0.04177224901
577	0.04176360865
578	0.04175304924
579	0.04173963272
580	0.04173240267
581	0.04172340054
582	0.04171777564
583	0.0417006556
584	0.04169439463
585	0.04168095871
586	0.04167983019
587	0.0416703144
588	0.04165201343
589	0.04164457053
590	0.04163147135
591	0.04161729203
592	0.04160609597
593	0.04159713003
594	0.0415886023
595	0.04157558961
596	0.04156108134
597	0.04155399754
598	0.04154788083
599	0.04153470066
600	0.04153017732
601	0.04152019041
602	0.04150973574
603	0.04150330548
604	0.04149375384
605	0.0414871743
606	0.04147812194
607	0.04146983544
608	0.04145223519
609	0.04144659764
610	0.04143977319
611	0.04142426338
612	0.04141310524
613	0.04140683091
614	0.04139826139
615	0.04138110359
616	0.04136814381
617	0.04135631632
618	0.04134701215
619	0.04133351315
620	0.04132122377
621	0.04131383722
622	0.04130542959
623	0.04129480506
624	0.0412859767
625	0.04127302272
626	0.04126488
627	0.04125671764
628	0.04124025124
629	0.04123243149
630	0.04121298436
631	0.04120142333
632	0.0411838645
633	0.04117081775
634	0.04116200593
635	0.04115058651
636	0.04113599745
637	0.04112035234
638	0.04110912851
639	0.04109934172
640	0.04108741248
641	0.04108062003
642	0.04106495401
643	0.04105423184
644	0.04104539304
645	0.04103145629
646	0.04102008412
647	0.04101368391
648	0.04100204513
649	0.04098977106
650	0.04097666215
651	0.04096682992
652	0.04094739588
653	0.04093849136
654	0.04092551556
655	0.04090844181
656	0.0408919227
657	0.04088621916
658	0.04087148595
659	0.04085644031
660	0.04083974381
661	0.04082831745
662	0.04081420264
663	0.04079967719
664	0.04078669057
665	0.04078284177
666	0.04077303142
667	0.04076071239
668	0.04074304877
669	0.0407330515
670	0.04071624328
671	0.04070712529
672	0.04069875924
673	0.04068673577
674	0.04067216484
675	0.04065620585
676	0.04064538852
677	0.04063729439
678	0.04062905343
679	0.04061171558
680	0.04060475519
681	0.04059447096
682	0.04057347707
683	0.04056288426
684	0.04055233985
685	0.04053180784
686	0.04051977852
687	0.0404991097
688	0.0404865982
689	0.04047754221
690	0.04046833885
691	0.04045654468
692	0.04044492071
693	0.04043272409
694	0.04041990191
695	0.04041160289
696	0.04040539017
697	0.04039619443
698	0.04038277961
699	0.04037293477
700	0.04036345046
701	0.04035070092
702	0.04034213256
703	0.04033050365
704	0.04031308032
705	0.04029739741
706	0.04028898457
707	0.04027749559
708	0.04026511992
709	0.04025475319
710	0.04024389569
711	0.040230533
712	0.04022458683
713	0.04021361223
714	0.04020237488
715	0.04018814866
716	0.04017786008
717	0.04016338415
718	0.04015220499
719	0.04013978422
720	0.04012392826
721	0.04011562219
722	0.04010748658
723	0.04009435873
724	0.04008459567
725	0.04007713515
726	0.04006321106
727	0.04005059698
728	0.04003606151
729	0.04002216509
730	0.04001128794
731	0.03999964456
732	0.03998544666
733	0.03997309703
734	0.03996290077
735	0.03994938811
736	0.03994080617
737	0.0399330659
738	0.0399165056
739	0.0399095487
740	0.03989130798
741	0.03988211545
742	0.03986916723
743	0.03985641438
744	0.0398467167
745	0.03982996172
746	0.03981929318
747	0.03980871625
748	0.03979016453
749	0.03977964349
750	0.03976664725
751	0.03975456918
752	0.03974719953
753	0.03973343219
754	0.03972220994
755	0.03971160706
756	0.03970221626
757	0.03969316497
758	0.03968263333
759	0.03966816571
760	0.03965793746
761	0.03964294634
762	0.03963086898
763	0.0396172886
764	0.03960844557
765	0.03960117017
766	0.03958868513
767	0.03957931105
768	0.03956687541
769	0.03955649821
770	0.03954100841
771	0.03952582577
772	0.03951412541
773	0.03950410319
774	0.03949101193
775	0.03947764577
776	0.03946458994
777	0.03945393936
778	0.03943727723
779	0.03942920241
780	0.03941146842
781	0.03939642164
782	0.03938086851
783	0.0393589627
784	0.03934403662
785	0.03933537742
786	0.03932114782
787	0.03930416008
788	0.03929362351
789	0.03928553882
790	0.03927577146
791	0.03926590443
792	0.03925657167
793	0.03924135761
794	0.03922974509
795	0.0392178426
796	0.03920498682
797	0.03919336177
798	0.03918358139
799	0.03917342964
800	0.03916081606
801	0.03915160607
802	0.03914056749
803	0.03912475355
804	0.03911436948
805	0.03909702946
806	0.03908525573
807	0.03907628188
808	0.03906374879
809	0.03904900407
810	0.03903332187
811	0.039017213
812	0.03899810817
813	0.03897904297
814	0.03896240019
815	0.03894872056
816	0.03893008337
817	0.03892238189
818	0.03890875281
819	0.03889819845
820	0.03888556567
821	0.03886569183
822	0.03885421233
823	0.03883677917
824	0.03882277764
825	0.03880600343
826	0.03879145211
827	0.0387790393
828	0.03877043148
829	0.03875699697
830	0.03874379716
831	0.03873582114
832	0.03872769931
833	0.03871437351
834	0.03870053964
835	0.03869204427
836	0.03867881303
837	0.03866362641
838	0.03865280928
839	0.03864323756
840	0.03863345372
841	0.03862055223
842	0.03860894746
843	0.03859708068
844	0.03858671426
845	0.03857663243
846	0.0385609569
847	0.03855166115
848	0.03853979703
849	0.03853070883
850	0.0385195239
851	0.03850532387
852	0.03849120549
853	0.03847900184
854	0.03846714804
855	0.03845508079
856	0.0384437043
857	0.03842129145
858	0.03840908173
859	0.03839632127
860	0.03837889119
861	0.03836776823
862	0.03835189994
863	0.03834420787
864	0.03833307377
865	0.03831929448
866	0.03830954416
867	0.03829425228
868	0.03827889185
869	0.03826635632
870	0.03825424269
871	0.03823991789
872	0.03822886775
873	0.03821428418
874	0.03820329099
875	0.03819277706
876	0.03817497959
877	0.03815840288
878	0.03814651538
879	0.03813113618
880	0.03812003188
881	0.03810753482
882	0.03809506229
883	0.03808330045
884	0.03806525721
885	0.03805156752
886	0.03804117215
887	0.03803150988
888	0.03802037519
889	0.03800745134
890	0.03799594526
891	0.03798530949
892	0.0379644231
893	0.03794862415
894	0.03793593836
895	0.03792596891
896	0.03791458003
897	0.03789539544
898	0.03788394734
899	0.0378727572
900	0.03785935409
901	0.03785087656
902	0.03784038431
903	0.03782724998
904	0.03781427851
905	0.03780412633
906	0.03779337237
907	0.03777887476
908	0.03776945372
909	0.03775616658
910	0.03774397313
911	0.0377328455
912	0.037713802
913	0.03770448683
914	0.03769148074
915	0.03767636022
916	0.03766526997
917	0.03765433386
918	0.03764242695
919	0.03763280742
920	0.03761927701
921	0.03761071321
922	0.03759884107
923	0.03758722055
924	0.03757119125
925	0.03755475605
926	0.03754408039
927	0.03752796472
928	0.03751894957
929	0.03750814004
930	0.03749757894
931	0.03748830205
932	0.03747960578
933	0.03746999951
934	0.03745915574
935	0.037443691
936	0.03743177278
937	0.0374196348
938	0.03740893059
939	0.03739813923
940	0.0373845487
941	0.03737558566
942	0.03735819138
943	0.03734403917
944	0.03733431541
945	0.037318917
946	0.03730797818
947	0.03729402157
948	0.03728538583
949	0.03727212551
950	0.03726163346
951	0.03724678665
952	0.03723515688
953	0.03722447138
954	0.03720942673
955	0.03720139044
956	0.03718719068
957	0.03717378687
958	0.03716060305
959	0.03714928468
960	0.03714138489
961	0.03713151044
962	0.03712262195
963	0.03711143532
964	0.03710278491
965	0.03708698694
966	0.03707701986
967	0.03706793379
968	0.03705794771
969	0.0370463988
970	0.0370372016
971	0.03702850633
972	0.03701357954
973	0.03700401802
974	0.03699373421
975	0.03698177882
976	0.03697362837
977	0.03695827941
978	0.03694197675
979	0.03693330904
980	0.03692223483
981	0.03691288445
982	0.03690215933
983	0.03688723144
984	0.03686965799
985	0.03685718451
986	0.03684879217
987	0.03683810165
988	0.03682989624
989	0.03681971837
990	0.03680547722
991	0.03679021244
992	0.03678005016
993	0.03676555499
994	0.03675063199
995	0.03673961307
996	0.03673013371
997	0.03672175064
998	0.03670784454
999	0.03669293741
1000	0.03667786552
1001	0.03666737925
1002	0.03665809135
1003	0.03665013397
1004	0.0366395162
1005	0.036629256
1006	0.03661407139
1007	0.0366036628
1008	0.0365912493
1009	0.03657816632
1010	0.03656855831
1011	0.03655424281
1012	0.03654356934
1013	0.03653151655
1014	0.03652249964
1015	0.03651317591
1016	0.0365030841
1017	0.03648536664
1018	0.03647111526
1019	0.03646157274
1020	0.03644984666
1021	0.03643533189
1022	0.03642579761
1023	0.03641613988
1024	0.03640616759
1025	0.03639670285
1026	0.03638223952
1027	0.0363738727
1028	0.03636346913
1029	0.03634939316
1030	0.03634163203
1031	0.03633238372
1032	0.03632485959
1033	0.03631041636
1034	0.03630097733
1035	0.03628668039
1036	0.03627373591
1037	0.03626206107
1038	0.03625392875
1039	0.03624547782
1040	0.03623645325
1041	0.036222915
1042	0.03620644702
1043	0.0361972237
1044	0.03618639465
1045	0.03617641589
1046	0.03616727627
1047	0.03615908721
1048	0.03614970836
1049	0.03613727876
1050	0.03612778261
1051	0.03611964451
1052	0.03611070024
1053	0.03610305058
1054	0.03609358688
1055	0.03607839898
1056	0.03606516865
1057	0.03605243302
1058	0.03604313386
1059	0.03603525175
1060	0.03602151441
1061	0.03600917643
1062	0.03599620717
1063	0.03598379049
1064	0.0359760233
1065	0.03596523018
1066	0.03595559878
1067	0.03594361465
1068	0.0359347124
1069	0.03592349452
1070	0.03591380755
1071	0.03589766558
1072	0.03588121677
1073	0.03587246502
1074	0.03585875278
1075	0.03584961685
1076	0.03583703069
1077	0.03582965483
1078	0.03581615869
1079	0.03580651324
1080	0.03579759463
1081	0.03578875214
1082	0.03578038067
1083	0.03576878194
1084	0.03575702552
1085	0.03574986803
1086	0.03574116311
1087	0.03573251397
1088	0.03572472674
1089	0.0357103554
1090	0.03570175582
1091	0.03569334508
1092	0.03568288598
1093	0.03567398633
1094	0.03566539316
1095	0.03565323757
1096	0.0356446943
1097	0.03563258823
1098	0.03562562896
1099	0.0356152672
1100	0.03560594603
1101	0.03559985936
1102	0.03558702313
1103	0.03557931747
1104	0.03557148728
1105	0.03556466353
1106	0.03555729076
1107	0.03554333716
1108	0.03553597409
1109	0.03552347158
1110	0.03551044116
1111	0.03549645873
1112	0.03548638843
1113	0.03547329211
1114	0.03546309947
1115	0.03545602671
1116	0.03544533959
1117	0.03543823151
1118	0.03542912175
1119	0.03542255356
1120	0.03540878175
1121	0.03540222602
1122	0.03539471176
1123	0.0353825165
1124	0.03537088057
1125	0.03536404953
1126	0.03535594586
1127	0.03534598743
1128	0.0353377345
1129	0.03532376206
1130	0.03531519673
1131	0.03530806297
1132	0.03529653864
1133	0.03528610867
1134	0.03527747969
1135	0.03526256248
1136	0.03525583046
1137	0.03524394192
1138	0.03523606868
1139	0.03522691978
1140	0.03522002183
1141	0.0352123962
1142	0.03520140409
1143	0.0351940072
1144	0.03518565257
1145	0.03517888594
1146	0.03517104043
1147	0.03515960546
1148	0.03514744016
1149	0.03513627202
1150	0.03512892606
1151	0.03511921855
1152	0.03510669199
1153	0.03509923666
1154	0.03509128628
1155	0.03507863444
1156	0.03507119713
1157	0.03506229009
1158	0.03505417682
1159	0.03504302459
1160	0.03503217862
1161	0.0350220767
1162	0.0350143829
1163	0.03500542604
1164	0.03499879876
1165	0.03499214793
1166	0.03498485326
1167	0.03497720233
1168	0.03497053217
1169	0.03495824306
1170	0.03494603695
1171	0.03493657502
1172	0.03492777899
1173	0.03492192651
1174	0.03491553366
1175	0.0349059507
1176	0.03489842636
1177	0.03488613613
1178	0.03487359229
1179	0.03486302235
1180	0.03485432987
1181	0.03484376773
1182	0.03483664255
1183	0.03482570893
1184	0.03481997012
1185	0.03481218986
1186	0.03479866047
1187	0.03479076157
1188	0.03477923962
1189	0.03477308665
1190	0.03476696867
1191	0.03475972209
1192	0.03475006577
1193	0.03473858751
1194	0.03472556598
1195	0.03472004913
1196	0.03471226008
1197	0.03470306319
1198	0.03469547258
1199	0.03468441996
1200	0.03467503718
1201	0.03466305736
1202	0.03465457489
1203	0.03464214046
1204	0.0346300357
1205	0.03462078387
1206	0.03461178602
1207	0.03460285465
1208	0.03459614225
1209	0.03458888029
1210	0.03457999952
1211	0.03457383627
1212	0.03456692196
1213	0.03455798839
1214	0.03454628884
1215	0.03453760239
1216	0.03452945999
1217	0.03452354955
1218	0.03451533878
1219	0.0345069349
1220	0.03449754797
1221	0.03448886609
1222	0.03447983604
1223	0.03446876833
1224	0.03445970538
1225	0.03445140892
1226	0.03444060694
1227	0.03443142615
1228	0.03442606652
1229	0.03441375762
1230	0.03440563615
1231	0.03439665416
1232	0.03439074922
1233	0.03438354945
1234	0.03437771827
1235	0.03436925168
1236	0.03436242573
1237	0.03435373532
1238	0.03434697213
1239	0.03433677101
1240	0.03433147086
1241	0.03432041505
